index,nerdiness
0,0.26366666666666666
1,0.8183333333333334
2,0.835
3,0.5943333333333334
4,0.8496666666666667
5,0.068
6,0.6793333333333333
7,0.8166666666666667
8,0.4226666666666667
9,0.42
10,0.6233333333333333
11,0.8936666666666667
12,0.9053333333333333
13,0.384
14,0.6823333333333333
15,0.38066666666666665
16,0.16033333333333333
17,0.5353333333333333
18,0.7233333333333334
19,0.6456666666666667
20,0.346
21,0.35533333333333333
22,0.5676666666666667
23,0.473
24,0.17066666666666666
25,0.6893333333333334
26,0.814
27,0.7486666666666667
28,0.48833333333333334
29,0.06066666666666667
30,0.13766666666666666
31,0.27466666666666667
32,0.8526666666666667
33,0.5326666666666666
34,0.6546666666666666
35,0.17466666666666666
36,0.414
37,0.433
38,0.6083333333333333
39,0.775
40,0.7033333333333334
41,0.171
42,0.698
43,0.059666666666666666
44,0.811
45,0.262
46,0.7926666666666666
47,0.2673333333333333
48,0.917
49,0.777
50,0.35933333333333334
51,0.15
52,0.811
53,0.8533333333333334
54,0.9006666666666666
55,0.7543333333333333
56,0.25533333333333336
57,0.6503333333333333
58,0.38133333333333336
59,0.61
60,0.7586666666666667
61,0.4603333333333333
62,0.834
63,0.6483333333333333
64,0.6896666666666667
65,0.483
66,0.246
67,0.546
68,0.22866666666666666
69,0.6156666666666667
70,0.9793333333333333
71,0.437
72,0.47933333333333333
73,0.768
74,0.7033333333333334
75,0.2966666666666667
76,0.118
77,0.5966666666666667
78,0.7103333333333334
79,0.844
80,0.854
81,0.7446666666666667
82,0.16966666666666666
83,0.13266666666666665
84,0.379
85,0.652
86,0.8943333333333333
87,0.791
88,0.7523333333333333
89,0.7933333333333333
90,0.8426666666666667
91,0.2996666666666667
92,0.332
93,0.472
94,0.8566666666666667
95,0.109
96,0.8736666666666667
97,0.6873333333333334
98,0.3596666666666667
99,0.8346666666666667
100,0.522
101,0.06066666666666667
102,0.305
103,0.71
104,0.4543333333333333
105,0.25166666666666665
106,0.42966666666666664
107,0.8083333333333333
108,0.977
109,0.25
110,0.7043333333333334
111,0.06266666666666666
112,0.48
113,0.5293333333333333
114,0.8603333333333333
115,0.8216666666666667
116,0.9053333333333333
117,0.154
118,0.7773333333333333
119,0.7656666666666667
120,0.17866666666666667
121,0.16266666666666665
122,0.21866666666666668
123,0.854
124,0.8636666666666667
