index,nerdiness
0,0.75018144
1,0.8347442
2,0.8948009
3,0.66953385
4,0.4769961
5,-0.027935587
6,0.6841359
7,0.97956973
8,0.3316744
9,0.5113326
10,0.6288448
11,0.8395574
12,0.7445675
13,0.416895
14,0.844993
15,0.28597215
16,0.16806626
17,0.58373165
18,0.8812014
19,0.72808325
20,0.27293858
21,0.31762636
22,0.6572049
23,0.5580264
24,0.4154931
25,0.68848664
26,0.722467
27,0.80380064
28,0.48451063
29,0.102680236
30,0.31209353
31,0.2830572
32,0.4988104
33,0.44051066
34,0.72873133
35,0.28107208
36,0.325526
37,0.402617
38,0.6098435
39,0.8311772
40,0.6495703
41,0.08808036
42,0.6844059
43,-0.011819886
44,0.886046
45,0.09845907
46,0.6773203
47,0.25576106
48,0.87936723
49,0.7930706
50,0.36604494
51,0.36366
52,0.7624082
53,0.69135875
54,0.7606602
55,0.84934944
56,0.07327399
57,0.72098434
58,0.20678005
59,0.598287
60,0.43987346
61,0.2602714
62,0.47810492
63,0.23936264
64,0.6903639
65,0.5604833
66,0.1342332
67,0.40853208
68,0.62862134
69,0.66647285
70,0.882575
71,0.45160604
72,0.5921682
73,0.7674474
74,0.17080319
75,0.86310834
76,0.17608394
77,0.80531985
78,0.7680047
79,0.90514773
80,0.6914684
81,0.8724891
82,0.06581216
83,-0.104190916
84,0.41006896
85,0.71181875
86,0.9786578
87,0.7208882
88,0.7630145
89,0.7799673
90,0.60838246
91,0.14521158
92,0.30530858
93,0.47724083
94,0.9364492
95,0.26991865
96,0.73644096
97,0.64495784
98,0.27663535
99,0.5012371
100,0.49649662
101,0.03210775
102,0.0755173
103,0.43944243
104,0.39048922
105,0.24755174
106,0.39032406
107,0.49542052
108,1.0575055
109,0.70032597
110,0.7753333
111,0.24177401
112,0.5285757
113,0.51163363
114,0.9477125
115,0.57547754
116,0.94767314
117,0.12879123
118,0.90829206
119,0.94217074
120,0.3755583
121,0.11621666
122,0.4643915
123,0.6677428
124,0.725484
125,0.9084814
126,0.7720166
127,0.7377343
128,0.4606696
129,0.6010154
130,0.9590962
131,0.6911721
132,0.7521977
133,0.29114738
134,0.15779798
135,0.12699153
136,0.7159984
137,0.6999422
138,0.97855496
139,0.48033893
140,0.9178457
141,0.6412624
142,0.54950273
143,0.40195838
144,0.915437
145,0.29620147
146,0.16514333
147,0.89089566
148,0.5712726
149,0.97145945
150,-0.10457801
151,0.52054137
152,1.0221859
153,0.70213526
154,-0.17722194
155,0.04230208
156,0.46428174
157,0.3414135
158,0.7914266
159,0.5203154
160,0.34308532
161,0.46222875
162,0.5378916
163,0.7582301
164,0.70008725
165,0.16602421
166,0.18261485
167,0.38723388
168,0.3666714
169,0.31053042
170,0.396876
171,0.78563595
172,0.93742806
173,0.78585684
174,0.6154357
175,0.50571537
176,0.27242154
177,0.21361476
178,0.6939572
179,0.54792607
180,0.8274577
181,0.9137376
182,0.2655945
183,0.89254284
184,0.4532978
185,0.92485696
186,0.5426367
187,0.7459502
188,0.44741186
189,0.41167247
190,0.54815054
191,1.0073789
192,0.0026477254
193,0.74112386
194,0.6976532
195,0.3748923
196,0.4412831
197,0.6404677
198,0.35218805
199,0.89071834
200,0.19002253
201,0.5722854
202,0.5071347
203,0.5564547
204,0.40463522
205,0.67691964
206,0.52187234
207,0.8946626
208,0.99073344
209,0.3788587
210,0.939615
211,0.9142977
212,0.3085071
213,0.4761994
214,0.6458912
215,0.95097405
216,0.49995682
217,0.7217425
218,1.0030638
219,0.036535647
220,0.8809749
221,0.08234183
222,0.4457782
223,0.55535984
224,0.45442846
225,0.2888285
226,0.32148844
227,0.4856852
228,0.53343743
229,0.69713277
230,0.851556
231,0.4228816
232,0.3426612
233,0.22196804
234,0.32714444
235,0.5774541
236,0.07719469
237,-0.043514963
238,0.65766394
239,0.50968266
240,0.683574
241,0.8252356
242,0.6161559
243,0.4515678
244,0.54736966
245,-0.049435645
246,0.7127001
247,1.0539644
248,0.77072173
249,0.35138643
250,0.7980976
251,0.91623354
252,0.13996258
253,0.39321825
254,0.7880862
255,0.7045288
256,0.81199306
257,0.15767369
258,0.9225355
259,0.950519
260,0.9138216
261,0.7242977
262,0.49143317
263,0.4058952
264,0.46868646
265,0.49760103
266,0.77204615
267,0.697917
268,0.6648201
269,0.61873275
270,0.65158725
271,0.41260543
272,0.4438683
273,0.30670977
274,0.77382916
275,0.20078059
276,0.32020795
277,0.5712
278,0.33993888
279,0.745447
280,0.65516675
281,0.16948438
282,0.978179
283,0.8051392
284,0.36511526
285,0.764162
286,0.6935697
287,0.75702226
288,0.62433004
289,0.9563561
290,0.8194457
291,0.44992185
292,0.75134593
293,0.3672859
294,0.39121446
295,0.42782217
296,0.76741886
297,0.4047623
298,0.49643594
299,0.68933636
300,0.19697754
301,0.63294196
302,0.52899575
303,0.2231111
304,0.6801614
305,0.8637095
306,0.5582581
307,0.33016863
308,0.7381944
309,0.5599518
310,0.7896449
311,0.52910787
312,0.5114617
313,0.18603736
314,0.80793273
315,0.43470305
316,0.31650445
317,0.32264608
318,0.66507703
319,0.5295094
320,0.690992
321,0.8425412
322,0.7239432
323,0.77001256
324,0.508343
325,0.09850101
326,0.7137753
327,0.506163
328,0.8931878
329,0.6844059
330,0.80793273
331,0.9337318
332,0.7263892
333,0.62544125
334,0.35525352
335,0.41736242
336,0.53660095
337,0.8311771
338,0.43155062
339,0.6659005
340,0.61320597
341,0.4078558
342,0.56227237
343,0.5076509
344,0.7897758
345,0.7802663
346,0.3629736
347,0.92929846
348,0.34759274
349,0.5374007
350,0.5668422
351,0.7603086
352,0.8470337
353,0.7525353
354,0.33526835
355,0.6995799
356,0.9543946
357,0.9473268
358,0.45109868
359,0.082114294
360,0.3469627
361,0.3844805
362,0.27965805
363,0.22927067
364,0.977089
365,0.7158018
366,0.64937705
367,0.7049713
368,0.64375335
369,0.5813681
370,0.9159086
371,0.66132015
372,0.8048166
373,0.6083439
374,0.5390172
375,0.41786218
376,0.4735805
377,0.62858504
378,0.76857036
379,0.54775685
380,0.3215141
381,0.6301923
382,0.8811119
383,0.53505963
384,0.6886797
385,0.66582704
386,0.7226676
387,0.74915355
388,0.79417884
389,0.7548152
390,0.9350126
391,0.35138643
392,0.5693042
393,0.2639596
394,0.6987803
395,0.34796736
396,0.76651144
397,0.76213056
398,0.44172245
399,0.85302085
400,0.56000507
401,0.2574931
402,0.6296449
403,0.61553484
404,0.7562482
405,0.21966921
406,0.6792801
407,0.43315303
408,0.8747112
409,0.47560766
410,0.67238325
411,0.75987875
412,-0.08554453
413,0.71181875
414,0.34168994
415,0.22221664
416,0.79763526
417,0.7689287
418,0.37514767
419,0.30289716
420,0.6319456
421,0.645305
422,0.71977484
423,0.30563763
424,0.51057416
425,0.49142927
426,0.6255742
427,0.8611238
428,0.49461493
429,0.67132884
430,0.7233934
431,1.0082351
432,0.84330386
433,0.20884201
434,0.7124018
435,0.78544235
436,0.6069332
437,0.34828535
438,0.40956822
439,0.3645191
440,0.13551998
441,0.6976799
442,0.5045994
443,0.29750487
444,0.6161942
445,0.8545327
446,0.31290027
447,0.23015025
448,0.8826897
449,0.13362074
450,0.8927542
451,0.68177295
452,0.079889745
453,0.29904905
454,0.7453397
455,0.5044102
456,0.52654463
457,0.333093
458,0.4541403
459,0.85743403
460,0.56917715
461,0.17323485
462,0.63510954
463,0.34975037
464,0.3678254
465,0.46390623
466,0.31301573
467,0.69907415
468,0.50251776
469,0.72917455
470,0.35276306
471,0.7979631
472,0.7855839
473,0.5976527
474,0.4141752
475,0.43444446
476,0.88776666
477,0.6403473
478,0.67116654
479,0.73389626
480,0.46522987
481,0.622547
482,0.70073396
483,0.83736193
484,0.20922704
485,0.35200742
486,0.67228633
487,0.7348292
488,0.26012596
489,0.75662804
490,0.992838
491,0.6445065
492,1.0206244
493,0.5512137
494,0.749866
495,0.8057059
496,0.8955915
497,0.45595282
498,0.7952772
499,0.12070856
500,0.7835785
501,0.28553697
502,0.39591336
503,0.85240364
504,0.58185685
505,0.1235279
506,0.9477714
507,0.67807245
508,0.6879352
509,0.32072946
510,0.7285484
511,0.51552767
512,0.43117705
513,0.8708554
