index,nerdiness
0,0.252
1,0.8333333333333334
2,0.843
3,0.6063333333333333
4,0.859
5,0.07033333333333333
6,0.6803333333333333
7,0.8196666666666667
8,0.43033333333333335
9,0.41833333333333333
10,0.6063333333333333
11,0.882
12,0.8993333333333333
13,0.392
14,0.709
15,0.38433333333333336
16,0.19333333333333333
17,0.5506666666666666
18,0.7286666666666667
19,0.652
20,0.35133333333333333
21,0.32133333333333336
22,0.5653333333333334
23,0.48833333333333334
24,0.17233333333333334
25,0.711
26,0.754
27,0.7423333333333333
28,0.487
29,0.056666666666666664
30,0.11033333333333334
31,0.274
32,0.8616666666666667
33,0.546
34,0.6803333333333333
35,0.16466666666666666
36,0.438
37,0.44366666666666665
38,0.6353333333333333
39,0.782
40,0.7186666666666667
41,0.18266666666666667
42,0.712
43,0.051666666666666666
44,0.8106666666666666
45,0.25133333333333335
46,0.799
47,0.26766666666666666
48,0.9293333333333333
49,0.7863333333333333
50,0.37433333333333335
51,0.151
52,0.8163333333333334
53,0.8626666666666667
54,0.9103333333333333
55,0.7676666666666667
56,0.243
57,0.6583333333333333
58,0.359
59,0.598
60,0.767
61,0.448
62,0.8333333333333334
63,0.405
64,0.6916666666666667
65,0.49933333333333335
66,0.23233333333333334
67,0.543
68,0.22666666666666666
69,0.6086666666666667
70,0.9876666666666667
71,0.439
72,0.49833333333333335
73,0.7086666666666667
74,0.6916666666666667
75,0.29533333333333334
76,0.113
77,0.612
78,0.7156666666666667
79,0.851
80,0.848
81,0.7523333333333333
82,0.165
83,0.12733333333333333
84,0.37266666666666665
85,0.6303333333333333
86,0.9173333333333333
87,0.7713333333333333
88,0.6973333333333334
89,0.8006666666666666
90,0.8273333333333334
91,0.26866666666666666
92,0.3263333333333333
93,0.473
94,0.8606666666666667
95,0.117
96,0.879
97,0.7103333333333334
98,0.354
99,0.848
100,0.5
101,0.056666666666666664
102,0.30566666666666664
103,0.763
104,0.4543333333333333
105,0.2753333333333333
106,0.437
107,0.8036666666666666
108,0.982
109,0.24633333333333332
110,0.7176666666666667
111,0.07066666666666667
112,0.49933333333333335
113,0.5426666666666666
114,0.8716666666666667
115,0.8093333333333333
116,0.9016666666666666
117,0.159
118,0.7843333333333333
119,0.783
120,0.18
121,0.15466666666666667
122,0.24233333333333335
123,0.8606666666666667
124,0.8706666666666667
125,0.9566666666666667
126,0.6476666666666666
127,0.6656666666666666
128,0.48933333333333334
129,0.285
130,0.9353333333333333
131,0.6883333333333334
132,0.7526666666666667
133,0.32066666666666666
134,0.24166666666666667
135,0.064
136,0.875
137,0.6873333333333334
138,0.9723333333333334
139,0.3943333333333333
140,0.926
141,0.64
142,0.8526666666666667
143,0.4623333333333333
144,0.7353333333333333
145,0.12866666666666668
146,0.07866666666666666
147,0.9456666666666667
148,0.568
149,0.9633333333333334
150,0.08866666666666667
151,0.6006666666666667
152,0.9136666666666666
153,0.7296666666666667
154,0.028333333333333332
155,0.088
156,0.173
157,0.339
158,0.7416666666666667
159,0.5496666666666666
160,0.135
161,0.44966666666666666
162,0.574
163,0.7493333333333333
164,0.7173333333333334
165,0.23966666666666667
166,0.35133333333333333
167,0.4246666666666667
168,0.7523333333333333
169,0.391
170,0.801
171,0.6923333333333334
172,0.8413333333333334
173,0.727
174,0.214
175,0.4613333333333333
176,0.3883333333333333
177,0.3436666666666667
178,0.749
179,0.48333333333333334
180,0.7436666666666667
181,0.8493333333333334
182,0.29
183,0.862
184,0.809
185,0.84
186,0.8313333333333334
187,0.7496666666666667
188,0.409
189,0.4136666666666667
190,0.6246666666666667
191,0.9876666666666667
192,0.16333333333333333
193,0.613
194,0.745
195,0.35133333333333333
196,0.4226666666666667
197,0.5476666666666666
198,0.45666666666666667
199,0.9396666666666667
200,0.248
201,0.5493333333333333
202,0.786
203,0.81
204,0.7883333333333333
205,0.6863333333333334
206,0.49366666666666664
207,0.7956666666666666
208,0.9683333333333334
209,0.5283333333333333
210,0.959
211,0.8626666666666667
212,0.16566666666666666
213,0.7753333333333333
214,0.5913333333333334
215,0.8866666666666667
216,0.5096666666666667
217,0.7056666666666667
218,0.92
219,0.051
220,0.9206666666666666
221,0.163
222,0.49366666666666664
223,0.5786666666666667
224,0.5173333333333333
225,0.306
226,0.324
227,0.5493333333333333
228,0.8136666666666666
229,0.8556666666666667
230,0.9376666666666666
231,0.3396666666666667
232,0.41933333333333334
233,0.7303333333333333
234,0.263
235,0.6026666666666667
236,0.192
237,0.114
238,0.6203333333333333
239,0.5846666666666667
240,0.7006666666666667
241,0.7766666666666666
242,0.208
243,0.8106666666666666
244,0.19833333333333333
245,0.08766666666666667
246,0.7116666666666667
247,0.8563333333333333
248,0.678
249,0.3953333333333333
250,0.7216666666666667
251,0.9203333333333333
252,0.15633333333333332
253,0.4543333333333333
254,0.6873333333333334
255,0.7306666666666667
256,0.7163333333333334
257,0.24366666666666667
258,0.8296666666666667
259,0.7366666666666667
260,0.703
261,0.2936666666666667
262,0.4673333333333333
263,0.7823333333333333
264,0.435
265,0.6033333333333334
266,0.753
267,0.8986666666666666
268,0.7026666666666667
269,0.6046666666666667
270,0.24033333333333334
271,0.43233333333333335
272,0.14566666666666667
273,0.41733333333333333
274,0.746
275,0.23
276,0.13133333333333333
277,0.515
278,0.394
279,0.8963333333333333
280,0.6513333333333333
281,0.24166666666666667
282,0.9396666666666667
283,0.6303333333333333
284,0.44
285,0.7706666666666667
286,0.24733333333333332
287,0.6993333333333334
288,0.6113333333333333
289,0.949
290,0.9333333333333333
291,0.4676666666666667
292,0.8646666666666667
293,0.4563333333333333
294,0.7783333333333333
295,0.48433333333333334
296,0.663
297,0.49833333333333335
298,0.7986666666666666
299,0.681
300,0.201
301,0.6296666666666667
302,0.21933333333333332
303,0.20333333333333334
304,0.5813333333333334
305,0.8746666666666667
306,0.615
307,0.39766666666666667
308,0.701
309,0.6086666666666667
310,0.8076666666666666
311,0.201
312,0.5676666666666667
313,0.076
314,0.6723333333333333
315,0.498
316,0.35133333333333333
317,0.141
318,0.6966666666666667
319,0.8033333333333333
320,0.592
321,0.7836666666666666
322,0.7173333333333334
323,0.7786666666666666
324,0.476
325,0.36733333333333335
326,0.6453333333333333
