index,nerdiness
0,0.27366666666666667
1,0.8113333333333334
2,0.854
3,0.6013333333333334
4,0.837
5,0.05633333333333333
6,0.6763333333333333
7,0.827
8,0.4236666666666667
9,0.438
10,0.616
11,0.8876666666666667
12,0.8886666666666667
13,0.4083333333333333
14,0.7083333333333334
15,0.37766666666666665
16,0.17766666666666667
17,0.5513333333333333
18,0.7293333333333333
19,0.6533333333333333
20,0.346
21,0.31233333333333335
22,0.567
23,0.459
24,0.16766666666666666
25,0.6996666666666667
26,0.7583333333333333
27,0.7356666666666667
28,0.4856666666666667
29,0.060333333333333336
30,0.10833333333333334
31,0.2823333333333333
32,0.8603333333333333
33,0.5346666666666666
34,0.68
35,0.17533333333333334
36,0.4066666666666667
37,0.4483333333333333
38,0.617
39,0.7746666666666666
40,0.721
41,0.17366666666666666
42,0.708
43,0.063
44,0.7946666666666666
45,0.264
46,0.8056666666666666
47,0.27366666666666667
48,0.9263333333333333
49,0.778
50,0.363
51,0.14766666666666667
52,0.8166666666666667
53,0.857
54,0.911
55,0.77
56,0.25233333333333335
57,0.6693333333333333
58,0.3383333333333333
59,0.6213333333333333
60,0.7793333333333333
61,0.45066666666666666
62,0.822
63,0.408
64,0.6926666666666667
65,0.49466666666666664
66,0.23666666666666666
67,0.5386666666666666
68,0.242
69,0.6063333333333333
70,0.9843333333333333
71,0.46166666666666667
72,0.4786666666666667
73,0.6876666666666666
74,0.693
75,0.3016666666666667
76,0.11033333333333334
77,0.617
78,0.7066666666666667
79,0.8656666666666667
80,0.8373333333333334
81,0.748
82,0.17333333333333334
83,0.127
84,0.377
85,0.6583333333333333
86,0.9096666666666666
87,0.79
88,0.712
89,0.7883333333333333
90,0.8426666666666667
91,0.26366666666666666
92,0.328
93,0.4686666666666667
94,0.8513333333333334
95,0.11633333333333333
96,0.874
97,0.7053333333333334
98,0.35433333333333333
99,0.8343333333333334
100,0.532
101,0.06833333333333333
102,0.32133333333333336
103,0.7486666666666667
104,0.4483333333333333
105,0.258
106,0.434
107,0.813
108,0.9823333333333333
109,0.251
110,0.7043333333333334
111,0.065
112,0.496
113,0.541
114,0.8903333333333333
115,0.823
116,0.9123333333333333
117,0.14566666666666667
118,0.782
119,0.7926666666666666
120,0.18566666666666667
121,0.14533333333333334
122,0.22833333333333333
123,0.8553333333333333
124,0.868
125,0.966
126,0.6483333333333333
127,0.6743333333333333
128,0.504
129,0.27266666666666667
130,0.935
131,0.665
132,0.7426666666666667
133,0.33166666666666667
134,0.23566666666666666
135,0.06733333333333333
136,0.8886666666666667
137,0.676
138,0.966
139,0.411
140,0.932
141,0.6613333333333333
142,0.8366666666666667
143,0.457
144,0.746
145,0.136
146,0.08933333333333333
147,0.9453333333333334
148,0.5713333333333334
149,0.9643333333333334
150,0.077
151,0.586
152,0.9133333333333333
153,0.754
154,0.026333333333333334
155,0.085
156,0.179
157,0.33266666666666667
158,0.7403333333333333
159,0.526
160,0.12633333333333333
161,0.4563333333333333
162,0.5743333333333334
163,0.7516666666666667
164,0.7076666666666667
165,0.24533333333333332
166,0.371
167,0.43666666666666665
168,0.7426666666666667
169,0.369
170,0.8083333333333333
171,0.7066666666666667
172,0.8513333333333334
173,0.687
174,0.21166666666666667
175,0.47433333333333333
176,0.39166666666666666
177,0.36
178,0.7593333333333333
179,0.47533333333333333
180,0.732
181,0.8573333333333333
182,0.2986666666666667
183,0.85
184,0.8243333333333334
185,0.8406666666666667
186,0.8193333333333334
187,0.7203333333333334
188,0.416
189,0.4126666666666667
190,0.6296666666666667
191,0.986
192,0.14066666666666666
193,0.6166666666666667
194,0.727
195,0.36033333333333334
196,0.4023333333333333
197,0.552
198,0.43533333333333335
199,0.9486666666666667
200,0.2693333333333333
201,0.5426666666666666
202,0.7853333333333333
203,0.7916666666666666
204,0.8026666666666666
205,0.6856666666666666
206,0.484
207,0.7816666666666666
208,0.963
209,0.536
210,0.9473333333333334
211,0.8623333333333333
212,0.153
213,0.7983333333333333
214,0.5813333333333334
215,0.8863333333333333
216,0.5183333333333333
217,0.7246666666666667
218,0.9323333333333333
219,0.054
220,0.9183333333333333
221,0.16166666666666665
222,0.5206666666666667
223,0.5796666666666667
224,0.518
225,0.30333333333333334
226,0.30533333333333335
227,0.5433333333333333
228,0.82
229,0.852
230,0.937
231,0.3616666666666667
232,0.42733333333333334
233,0.74
234,0.25033333333333335
235,0.624
236,0.2
237,0.12666666666666668
238,0.6356666666666667
239,0.579
240,0.683
241,0.7823333333333333
242,0.20933333333333334
243,0.8003333333333333
244,0.21133333333333335
245,0.09666666666666666
246,0.7063333333333334
247,0.8506666666666667
248,0.6883333333333334
249,0.37666666666666665
250,0.696
251,0.919
252,0.14166666666666666
253,0.44333333333333336
254,0.703
255,0.7383333333333333
256,0.713
257,0.232
258,0.8096666666666666
259,0.7396666666666667
260,0.7166666666666667
261,0.2826666666666667
262,0.45266666666666666
263,0.7706666666666667
264,0.44233333333333336
265,0.5923333333333334
266,0.742
267,0.888
268,0.7086666666666667
269,0.595
270,0.24033333333333334
271,0.42766666666666664
272,0.14233333333333334
273,0.42533333333333334
274,0.7353333333333333
275,0.23033333333333333
276,0.12666666666666668
277,0.5213333333333333
278,0.395
279,0.8853333333333333
280,0.6773333333333333
281,0.23833333333333334
282,0.948
283,0.615
284,0.42933333333333334
285,0.7706666666666667
286,0.257
287,0.703
288,0.617
289,0.9433333333333334
290,0.9323333333333333
291,0.4683333333333333
292,0.8686666666666667
293,0.4686666666666667
294,0.7866666666666666
295,0.4876666666666667
296,0.6466666666666666
297,0.48966666666666664
298,0.7943333333333333
299,0.711
300,0.189
301,0.6456666666666667
302,0.222
303,0.18833333333333332
304,0.5603333333333333
305,0.8723333333333333
306,0.6163333333333333
307,0.39366666666666666
308,0.7243333333333334
309,0.6163333333333333
310,0.8163333333333334
311,0.21466666666666667
312,0.5716666666666667
313,0.07066666666666667
314,0.672
315,0.5103333333333333
316,0.3496666666666667
317,0.13666666666666666
318,0.6976666666666667
319,0.8116666666666666
320,0.6023333333333334
321,0.7773333333333333
322,0.6943333333333334
323,0.7923333333333333
324,0.49466666666666664
325,0.3393333333333333
326,0.6506666666666666
327,0.454
328,0.8053333333333333
329,0.708
330,0.672
331,0.9796666666666667
332,0.862
333,0.6063333333333333
334,0.3636666666666667
335,0.3973333333333333
336,0.5336666666666666
337,0.8933333333333333
338,0.18333333333333332
339,0.5566666666666666
340,0.6726666666666666
341,0.3993333333333333
342,0.847
343,0.5326666666666666
344,0.8753333333333333
345,0.6806666666666666
346,0.446
347,0.8093333333333333
348,0.2916666666666667
349,0.456
350,0.8553333333333333
351,0.693
352,0.9233333333333333
353,0.6903333333333334
354,0.7403333333333333
355,0.5663333333333334
356,0.8473333333333334
357,0.859
358,0.496
359,0.2683333333333333
360,0.3283333333333333
361,0.4056666666666667
362,0.3496666666666667
363,0.404
364,0.87
365,0.6443333333333333
366,0.6823333333333333
367,0.6003333333333334
368,0.866
369,0.214
370,0.9593333333333334
371,0.864
372,0.8973333333333333
373,0.5323333333333333
374,0.5736666666666667
375,0.5063333333333333
376,0.16866666666666666
377,0.5726666666666667
378,0.676
379,0.5226666666666666
380,0.372
381,0.5763333333333334
382,0.816
383,0.5393333333333333
384,0.673
385,0.6126666666666667
386,0.6833333333333333
387,0.873
388,0.7556666666666667
389,0.7273333333333334
390,0.826
391,0.37666666666666665
392,0.5853333333333334
393,0.2826666666666667
394,0.6823333333333333
395,0.405
396,0.6893333333333334
397,0.6716666666666666
398,0.47733333333333333
399,0.928
400,0.5983333333333334
401,0.294
402,0.8503333333333334
403,0.216
404,0.699
405,0.27466666666666667
406,0.6703333333333333
407,0.49833333333333335
408,0.7716666666666666
409,0.512
410,0.5513333333333333
411,0.6673333333333333
412,0.037
413,0.6583333333333333
414,0.4533333333333333
415,0.08633333333333333
416,0.8786666666666667
417,0.289
418,0.12533333333333332
419,0.151
420,0.5996666666666667
421,0.837
422,0.865
423,0.09733333333333333
424,0.8403333333333334
425,0.8033333333333333
426,0.226
427,0.916
428,0.8376666666666667
429,0.6023333333333334
430,0.774
431,0.943
432,0.7216666666666667
433,0.30866666666666664
434,0.7063333333333334
435,0.9003333333333333
436,0.5633333333333334
437,0.7603333333333333
438,0.407
439,0.434
440,0.068
441,0.6896666666666667
442,0.7766666666666666
443,0.101
444,0.5643333333333334
445,0.9153333333333333
446,0.24666666666666667
447,0.20966666666666667
448,0.7916666666666666
449,0.11966666666666667
450,0.8413333333333334
451,0.659
452,0.224
453,0.35933333333333334
454,0.6676666666666666
455,0.4043333333333333
456,0.647
457,0.12166666666666667
458,0.4666666666666667
459,0.9606666666666667
460,0.4633333333333333
461,0.236
462,0.5943333333333334
463,0.7833333333333333
464,0.4043333333333333
465,0.48533333333333334
466,0.30866666666666664
467,0.6313333333333333
468,0.5283333333333333
469,0.873
470,0.32466666666666666
471,0.831
472,0.6833333333333333
473,0.517
474,0.4003333333333333
475,0.5026666666666667
476,0.8073333333333333
477,0.5886666666666667
478,0.71
479,0.6673333333333333
480,0.4796666666666667
481,0.545
482,0.674
483,0.7633333333333333
484,0.23233333333333334
485,0.3933333333333333
486,0.8773333333333333
487,0.659
488,0.7506666666666667
489,0.646
490,0.9486666666666667
491,0.8446666666666667
492,0.9176666666666666
493,0.8026666666666666
494,0.673
495,0.7326666666666667
496,0.9343333333333333
497,0.4553333333333333
498,0.853
499,0.08833333333333333
500,0.7293333333333333
501,0.371
502,0.4533333333333333
503,0.786
504,0.4623333333333333
505,0.73
506,0.8166666666666667
507,0.2693333333333333
508,0.843
509,0.38266666666666665
510,0.765
511,0.4713333333333333
512,0.20566666666666666
513,0.7446666666666667
514,0.5573333333333333
515,0.918
516,0.43933333333333335
517,0.29133333333333333
518,0.9086666666666666
519,0.41433333333333333
520,0.539
521,0.08633333333333333
522,0.8046666666666666
523,0.822
524,0.6113333333333333
525,0.5113333333333333
526,0.62
527,0.47533333333333333
528,0.9086666666666666
529,0.2816666666666667
530,0.118
531,0.19566666666666666
532,0.8483333333333334
533,0.191
534,0.7486666666666667
535,0.6326666666666667
536,0.8303333333333334
537,0.5243333333333333
538,0.812
539,0.7686666666666667
540,0.9316666666666666
541,0.7963333333333333
542,0.7943333333333333
543,0.6746666666666666
544,0.23333333333333334
545,0.884
546,0.845
547,0.798
548,0.11733333333333333
549,0.8766666666666667
550,0.7093333333333334
551,0.32766666666666666
552,0.6473333333333333
553,0.41433333333333333
554,0.6753333333333333
555,0.623
556,0.8453333333333334
557,0.292
558,0.5803333333333334
559,0.6036666666666667
560,0.6986666666666667
561,0.709
562,0.9063333333333333
563,0.20233333333333334
564,0.47733333333333333
565,0.37366666666666665
566,0.19133333333333333
567,0.43066666666666664
568,0.6
569,0.8273333333333334
570,0.208
571,0.5083333333333333
572,0.96
573,0.33266666666666667
574,0.16866666666666666
575,0.7963333333333333
576,0.15633333333333332
577,0.551
578,0.152
579,0.6156666666666667
580,0.7623333333333333
581,0.6083333333333333
582,0.42333333333333334
583,0.6796666666666666
584,0.2723333333333333
585,0.866
586,0.601
587,0.576
588,0.32566666666666666
589,0.16833333333333333
590,0.9496666666666667
591,0.8863333333333333
592,0.8346666666666667
593,0.5513333333333333
594,0.8686666666666667
595,0.8016666666666666
596,0.843
597,0.109
598,0.6566666666666666
599,0.23233333333333334
600,0.5276666666666666
601,0.7333333333333333
602,0.536
603,0.5653333333333334
604,0.24833333333333332
605,0.11366666666666667
606,0.9276666666666666
607,0.7366666666666667
608,0.8866666666666667
609,0.786
610,0.20466666666666666
611,0.4
612,0.686
613,0.8183333333333334
614,0.8006666666666666
615,0.17233333333333334
616,0.9246666666666666
617,0.48433333333333334
618,0.1
619,0.06433333333333334
620,0.722
621,0.8913333333333333
622,0.6333333333333333
623,0.8733333333333333
624,0.502
625,0.204
626,0.12733333333333333
627,0.5726666666666667
628,0.04766666666666667
629,0.06833333333333333
630,0.5733333333333334
631,0.17966666666666667
632,0.11133333333333334
633,0.5973333333333334
634,0.293
635,0.8843333333333333
636,0.9106666666666666
637,0.6983333333333334
638,0.08366666666666667
639,0.9296666666666666
640,0.8843333333333333
641,0.893
642,0.7643333333333333
643,0.614
644,0.09966666666666667
645,0.992
646,0.472
647,0.8343333333333334
648,0.749
649,0.7176666666666667
650,0.7823333333333333
651,0.23833333333333334
652,0.749
653,0.625
654,0.15866666666666668
655,0.6743333333333333
656,0.863
657,0.441
658,0.2683333333333333
659,0.8056666666666666
660,0.5533333333333333
661,0.8186666666666667
662,0.8803333333333333
663,0.32866666666666666
664,0.6243333333333333
665,0.7706666666666667
666,0.8923333333333333
667,0.824
668,0.735
669,0.5063333333333333
670,0.8643333333333333
671,0.249
672,0.16133333333333333
673,0.086
674,0.76
675,0.405
676,0.627
677,0.7606666666666667
678,0.6983333333333334
679,0.6356666666666667
680,0.9083333333333333
681,0.4736666666666667
682,0.833
683,0.14966666666666667
684,0.6193333333333333
685,0.8766666666666667
686,0.8906666666666667
687,0.876
688,0.4683333333333333
689,0.4056666666666667
690,0.8586666666666667
691,0.516
692,0.8843333333333333
693,0.392
694,0.4766666666666667
695,0.4816666666666667
696,0.205
697,0.22366666666666668
698,0.883
699,0.6193333333333333
700,0.9
701,0.5786666666666667
702,0.964
703,0.57
704,0.335
705,0.24866666666666667
706,0.8633333333333333
707,0.652
708,0.9553333333333334
709,0.62
710,0.5803333333333334
711,0.5456666666666666
712,0.14533333333333334
713,0.4816666666666667
714,0.7293333333333333
715,0.486
716,0.187
717,0.792
718,0.9243333333333333
719,0.5563333333333333
720,0.5046666666666667
721,0.5893333333333334
722,0.6743333333333333
